,bitscore,annotation
no_accession_number420|Cas12a|blastp_CasPedia,1446.0,cas12a
no_accession_number421|Cas12a|blastp_CasPedia,1446.0,cas12a
no_accession_number422|Cas12a|blastp_CasPedia,1446.0,cas12a
no_accession_number423|Cas12a|blastp_CasPedia,1446.0,cas12a
no_accession_number424|Cas12a|blastp_CasPedia,1450.9,cas12a
no_accession_number425|Cas12a|blastp_CasPedia,1450.9,cas12a
no_accession_number426|Cas12a|blastp_CasPedia,1450.9,cas12a
no_accession_number427|Cas12a|blastp_CasPedia,1450.9,cas12a
no_accession_number428|Cas12a|blastp_CasPedia,1450.9,cas12a
no_accession_number429|Cas12a|blastp_CasPedia,1450.9,cas12a
no_accession_number430|Cas12a|blastp_CasPedia,1447.2,cas12a
no_accession_number431|Cas12a|blastp_CasPedia,1444.1,cas12a
no_accession_number432|Cas12a|blastp_CasPedia,1442.2,cas12a
no_accession_number433|Cas12a|blastp_CasPedia,1441.7,cas12a
no_accession_number434|Cas12a|blastp_CasPedia,1441.7,cas12a
no_accession_number435|Cas12a|blastp_CasPedia,1441.7,cas12a
no_accession_number436|Cas12a|blastp_CasPedia,1441.7,cas12a
no_accession_number437|Cas12a|blastp_CasPedia,1441.7,cas12a
no_accession_number438|Cas12a|blastp_CasPedia,1441.7,cas12a
no_accession_number439|Cas12a|blastp_CasPedia,1441.7,cas12a
no_accession_number440|Cas12a|blastp_CasPedia,1441.7,cas12a
no_accession_number441|Cas12a|blastp_CasPedia,1441.7,cas12a
no_accession_number442|Cas12a|blastp_CasPedia,1441.7,cas12a
no_accession_number443|Cas12a|blastp_CasPedia,1441.7,cas12a
no_accession_number444|Cas12a|blastp_CasPedia,1441.7,cas12a
no_accession_number445|Cas12a|blastp_CasPedia,1441.7,cas12a
no_accession_number446|Cas12a|blastp_CasPedia,1441.7,cas12a
no_accession_number447|Cas12a|blastp_CasPedia,1441.7,cas12a
no_accession_number448|Cas12a|blastp_CasPedia,1441.7,cas12a
no_accession_number449|Cas12a|blastp_CasPedia,1441.7,cas12a
no_accession_number450|Cas12a|blastp_CasPedia,1441.7,cas12a
no_accession_number451|Cas12a|blastp_CasPedia,1441.7,cas12a
no_accession_number452|Cas12a|blastp_CasPedia,1441.7,cas12a
no_accession_number453|Cas12a|blastp_CasPedia,1441.7,cas12a
no_accession_number454|Cas12a|blastp_CasPedia,1441.7,cas12a
no_accession_number455|Cas12a|blastp_CasPedia,1441.7,cas12a
no_accession_number456|Cas12a|blastp_CasPedia,1441.7,cas12a
no_accession_number457|Cas12a|blastp_CasPedia,1441.7,cas12a
no_accession_number458|Cas12a|blastp_CasPedia,1441.7,cas12a
no_accession_number459|Cas12a|blastp_CasPedia,1441.7,cas12a
no_accession_number460|Cas12a|blastp_CasPedia,1441.7,cas12a
no_accession_number461|Cas12a|blastp_CasPedia,1445.9,cas12a
no_accession_number462|Cas12a|blastp_CasPedia,1441.1,cas12a
no_accession_number463|Cas12a|blastp_CasPedia,1441.1,cas12a
no_accession_number464|Cas12a|blastp_CasPedia,1441.1,cas12a
no_accession_number465|Cas12a|blastp_CasPedia,1441.1,cas12a
no_accession_number466|Cas12a|blastp_CasPedia,1441.1,cas12a
no_accession_number467|Cas12a|blastp_CasPedia,1448.2,cas12a
no_accession_number468|Cas12a|blastp_CasPedia,1448.2,cas12a
no_accession_number469|Cas12a|blastp_CasPedia,1448.2,cas12a
no_accession_number470|Cas12a|blastp_CasPedia,1441.6,cas12a
no_accession_number471|Cas12a|blastp_CasPedia,1441.6,cas12a
no_accession_number472|Cas12a|blastp_CasPedia,1441.6,cas12a
no_accession_number473|Cas12a|blastp_CasPedia,1441.6,cas12a
no_accession_number474|Cas12a|blastp_CasPedia,1445.1,cas12a
no_accession_number475|Cas12a|blastp_CasPedia,1445.1,cas12a
no_accession_number476|Cas12a|blastp_CasPedia,1445.1,cas12a
no_accession_number477|Cas12a|blastp_CasPedia,1426.9,cas12a
no_accession_number478|Cas12a|blastp_CasPedia,1433.0,cas12a
no_accession_number479|Cas12a|blastp_CasPedia,1433.0,cas12a
no_accession_number480|Cas12a|blastp_CasPedia,1433.0,cas12a
no_accession_number481|Cas12a|blastp_CasPedia,1436.6,cas12a
no_accession_number482|Cas12a|blastp_CasPedia,1436.6,cas12a
no_accession_number483|Cas12a|blastp_CasPedia,1436.6,cas12a
no_accession_number484|Cas12a|blastp_CasPedia,1435.9,cas12a
no_accession_number485|Cas12a|blastp_CasPedia,1436.6,cas12a
no_accession_number486|Cas12a|blastp_CasPedia,1436.6,cas12a
no_accession_number487|Cas12a|blastp_CasPedia,1436.6,cas12a
no_accession_number488|Cas12a|blastp_CasPedia,1435.1,cas12a
no_accession_number489|Cas12a|blastp_CasPedia,1446.6,cas12a
no_accession_number490|Cas12a|blastp_CasPedia,1446.6,cas12a
no_accession_number491|Cas12a|blastp_CasPedia,1446.6,cas12a
no_accession_number492|Cas12a|blastp_CasPedia,1446.6,cas12a
no_accession_number493|Cas12a|blastp_CasPedia,1446.6,cas12a
no_accession_number494|Cas12a|blastp_CasPedia,1446.6,cas12a
no_accession_number495|Cas12a|blastp_CasPedia,1445.3,cas12a
no_accession_number496|Cas12a|blastp_CasPedia,1445.3,cas12a
no_accession_number497|Cas12a|blastp_CasPedia,1437.6,cas12a
no_accession_number498|Cas12a|blastp_CasPedia,1437.6,cas12a
no_accession_number499|Cas12a|blastp_CasPedia,1437.6,cas12a
no_accession_number500|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number501|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number502|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number503|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number504|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number505|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number506|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number507|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number508|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number509|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number510|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number511|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number512|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number513|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number514|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number515|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number516|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number517|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number518|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number519|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number520|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number521|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number522|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number523|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number524|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number525|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number526|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number527|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number528|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number529|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number530|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number531|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number532|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number533|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number534|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number535|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number536|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number537|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number538|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number539|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number540|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number541|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number542|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number543|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number544|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number545|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number546|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number547|Cas12a|blastp_CasPedia,1435.3,cas12a
no_accession_number548|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number549|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number550|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number551|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number552|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number553|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number554|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number555|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number556|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number557|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number558|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number559|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number560|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number561|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number562|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number563|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number564|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number565|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number566|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number567|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number568|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number569|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number570|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number571|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number572|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number573|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number574|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number575|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number576|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number577|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number578|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number579|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number580|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number581|Cas12a|blastp_CasPedia,1441.8,cas12a
no_accession_number582|Cas12a|blastp_CasPedia,1441.8,cas12a
no_accession_number583|Cas12a|blastp_CasPedia,1441.8,cas12a
no_accession_number584|Cas12a|blastp_CasPedia,1437.1,cas12a
no_accession_number585|Cas12a|blastp_CasPedia,1437.1,cas12a
no_accession_number586|Cas12a|blastp_CasPedia,1437.1,cas12a
no_accession_number587|Cas12a|blastp_CasPedia,1437.1,cas12a
no_accession_number588|Cas12a|blastp_CasPedia,1437.1,cas12a
no_accession_number589|Cas12a|blastp_CasPedia,1437.5,cas12a
no_accession_number590|Cas12a|blastp_CasPedia,1437.5,cas12a
no_accession_number591|Cas12a|blastp_CasPedia,1437.5,cas12a
no_accession_number592|Cas12a|blastp_CasPedia,1437.5,cas12a
no_accession_number593|Cas12a|blastp_CasPedia,1437.5,cas12a
no_accession_number594|Cas12a|blastp_CasPedia,1439.7,cas12a
no_accession_number595|Cas12a|blastp_CasPedia,1437.5,cas12a
no_accession_number596|Cas12a|blastp_CasPedia,1437.5,cas12a
no_accession_number597|Cas12a|blastp_CasPedia,1437.5,cas12a
no_accession_number598|Cas12a|blastp_CasPedia,1437.5,cas12a
no_accession_number599|Cas12a|blastp_CasPedia,1437.5,cas12a
no_accession_number600|Cas12a|blastp_CasPedia,1437.5,cas12a
no_accession_number601|Cas12a|blastp_CasPedia,1437.5,cas12a
no_accession_number602|Cas12a|blastp_CasPedia,1437.8,cas12a
no_accession_number603|Cas12a|blastp_CasPedia,1437.8,cas12a
no_accession_number604|Cas12a|blastp_CasPedia,1437.8,cas12a
no_accession_number605|Cas12a|blastp_CasPedia,1437.8,cas12a
no_accession_number606|Cas12a|blastp_CasPedia,1437.8,cas12a
no_accession_number607|Cas12a|blastp_CasPedia,1437.8,cas12a
no_accession_number608|Cas12a|blastp_CasPedia,1437.8,cas12a
no_accession_number609|Cas12a|blastp_CasPedia,1437.8,cas12a
no_accession_number610|Cas12a|blastp_CasPedia,1437.8,cas12a
no_accession_number611|Cas12a|blastp_CasPedia,1437.8,cas12a
no_accession_number612|Cas12a|blastp_CasPedia,1437.8,cas12a
no_accession_number613|Cas12a|blastp_CasPedia,1435.5,cas12a
no_accession_number614|Cas12a|blastp_CasPedia,1438.7,cas12a
no_accession_number615|Cas12a|blastp_CasPedia,1437.3,cas12a
no_accession_number616|Cas12a|blastp_CasPedia,1437.3,cas12a
no_accession_number617|Cas12a|blastp_CasPedia,1437.3,cas12a
no_accession_number618|Cas12a|blastp_CasPedia,1437.3,cas12a
no_accession_number619|Cas12a|blastp_CasPedia,1438.0,cas12a
no_accession_number620|Cas12a|blastp_CasPedia,1438.0,cas12a
no_accession_number621|Cas12a|blastp_CasPedia,1438.0,cas12a
no_accession_number622|Cas12a|blastp_CasPedia,1438.0,cas12a
no_accession_number623|Cas12a|blastp_CasPedia,1438.0,cas12a
no_accession_number624|Cas12a|blastp_CasPedia,1438.0,cas12a
no_accession_number625|Cas12a|blastp_CasPedia,1438.0,cas12a
no_accession_number626|Cas12a|blastp_CasPedia,1438.0,cas12a
no_accession_number627|Cas12a|blastp_CasPedia,1438.0,cas12a
no_accession_number628|Cas12a|blastp_CasPedia,1438.0,cas12a
no_accession_number629|Cas12a|blastp_CasPedia,1438.0,cas12a
no_accession_number630|Cas12a|blastp_CasPedia,1438.0,cas12a
no_accession_number631|Cas12a|blastp_CasPedia,1438.0,cas12a
no_accession_number632|Cas12a|blastp_CasPedia,1438.0,cas12a
no_accession_number633|Cas12a|blastp_CasPedia,1438.0,cas12a
no_accession_number634|Cas12a|blastp_CasPedia,1438.0,cas12a
no_accession_number635|Cas12a|blastp_CasPedia,1438.0,cas12a
no_accession_number636|Cas12a|blastp_CasPedia,1438.0,cas12a
no_accession_number637|Cas12a|blastp_CasPedia,1438.0,cas12a
no_accession_number638|Cas12a|blastp_CasPedia,1438.0,cas12a
no_accession_number639|Cas12a|blastp_CasPedia,1438.0,cas12a
no_accession_number640|Cas12a|blastp_CasPedia,1438.0,cas12a
no_accession_number641|Cas12a|blastp_CasPedia,1438.0,cas12a
no_accession_number642|Cas12a|blastp_CasPedia,1435.0,cas12a
no_accession_number643|Cas12a|blastp_CasPedia,1435.0,cas12a
no_accession_number644|Cas12a|blastp_CasPedia,1435.0,cas12a
no_accession_number645|Cas12a|blastp_CasPedia,1434.9,cas12a
no_accession_number646|Cas12a|blastp_CasPedia,1442.6,cas12a
no_accession_number647|Cas12a|blastp_CasPedia,1442.6,cas12a
no_accession_number648|Cas12a|blastp_CasPedia,1442.6,cas12a
no_accession_number649|Cas12a|blastp_CasPedia,1442.6,cas12a
no_accession_number650|Cas12a|blastp_CasPedia,1442.6,cas12a
no_accession_number651|Cas12a|blastp_CasPedia,1442.6,cas12a
no_accession_number652|Cas12a|blastp_CasPedia,1437.5,cas12a
no_accession_number653|Cas12a|blastp_CasPedia,1437.5,cas12a
no_accession_number654|Cas12a|blastp_CasPedia,1437.5,cas12a
no_accession_number655|Cas12a|blastp_CasPedia,1437.5,cas12a
no_accession_number656|Cas12a|blastp_CasPedia,1437.5,cas12a
no_accession_number657|Cas12a|blastp_CasPedia,1438.1,cas12a
no_accession_number658|Cas12a|blastp_CasPedia,1442.3,cas12a
no_accession_number659|Cas12a|blastp_CasPedia,1434.9,cas12a
no_accession_number660|Cas12a|blastp_CasPedia,1442.3,cas12a
no_accession_number661|Cas12a|blastp_CasPedia,1442.3,cas12a
no_accession_number662|Cas12a|blastp_CasPedia,1442.3,cas12a
no_accession_number663|Cas12a|blastp_CasPedia,1442.3,cas12a
no_accession_number664|Cas12a|blastp_CasPedia,1442.3,cas12a
no_accession_number665|Cas12a|blastp_CasPedia,1442.3,cas12a
no_accession_number666|Cas12a|blastp_CasPedia,1442.3,cas12a
no_accession_number667|Cas12a|blastp_CasPedia,1442.3,cas12a
no_accession_number668|Cas12a|blastp_CasPedia,1433.9,cas12a
no_accession_number669|Cas12a|blastp_CasPedia,1436.9,cas12a
no_accession_number670|Cas12a|blastp_CasPedia,1436.9,cas12a
no_accession_number671|Cas12a|blastp_CasPedia,1436.9,cas12a
no_accession_number672|Cas12a|blastp_CasPedia,1435.6,cas12a
no_accession_number673|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number674|Cas12a|blastp_CasPedia,1437.7,cas12a
no_accession_number675|Cas12a|blastp_CasPedia,1437.3,cas12a
no_accession_number676|Cas12a|blastp_CasPedia,1437.3,cas12a
no_accession_number677|Cas12a|blastp_CasPedia,1437.3,cas12a
no_accession_number678|Cas12a|blastp_CasPedia,1437.3,cas12a
no_accession_number679|Cas12a|blastp_CasPedia,1437.3,cas12a
no_accession_number680|Cas12a|blastp_CasPedia,1437.3,cas12a
no_accession_number681|Cas12a|blastp_CasPedia,1431.6,cas12a
no_accession_number682|Cas12a|blastp_CasPedia,1431.6,cas12a
no_accession_number683|Cas12a|blastp_CasPedia,1434.0,cas12a
no_accession_number684|Cas12a|blastp_CasPedia,1434.0,cas12a
no_accession_number685|Cas12a|blastp_CasPedia,1434.0,cas12a
no_accession_number686|Cas12a|blastp_CasPedia,1434.0,cas12a
no_accession_number687|Cas12a|blastp_CasPedia,1434.0,cas12a
no_accession_number688|Cas12a|blastp_CasPedia,1434.0,cas12a
no_accession_number689|Cas12a|blastp_CasPedia,1434.0,cas12a
no_accession_number690|Cas12a|blastp_CasPedia,1434.0,cas12a
no_accession_number691|Cas12a|blastp_CasPedia,1434.0,cas12a
no_accession_number692|Cas12a|blastp_CasPedia,1434.0,cas12a
no_accession_number693|Cas12a|blastp_CasPedia,1434.0,cas12a
no_accession_number694|Cas12a|blastp_CasPedia,1434.0,cas12a
no_accession_number695|Cas12a|blastp_CasPedia,1434.0,cas12a
no_accession_number696|Cas12a|blastp_CasPedia,1434.0,cas12a
no_accession_number697|Cas12a|blastp_CasPedia,1434.0,cas12a
no_accession_number698|Cas12a|blastp_CasPedia,1434.0,cas12a
no_accession_number699|Cas12a|blastp_CasPedia,1434.0,cas12a
no_accession_number700|Cas12a|blastp_CasPedia,1434.0,cas12a
no_accession_number701|Cas12a|blastp_CasPedia,1434.0,cas12a
no_accession_number702|Cas12a|blastp_CasPedia,1435.8,cas12a
no_accession_number703|Cas12a|blastp_CasPedia,1434.0,cas12a
no_accession_number704|Cas12a|blastp_CasPedia,1433.7,cas12a
no_accession_number705|Cas12a|blastp_CasPedia,1433.0,cas12a
no_accession_number706|Cas12a|blastp_CasPedia,1433.7,cas12a
no_accession_number707|Cas12a|blastp_CasPedia,1433.7,cas12a
no_accession_number708|Cas12a|blastp_CasPedia,1433.7,cas12a
no_accession_number709|Cas12a|blastp_CasPedia,1433.7,cas12a
no_accession_number710|Cas12a|blastp_CasPedia,1433.7,cas12a
no_accession_number711|Cas12a|blastp_CasPedia,1433.7,cas12a
no_accession_number712|Cas12a|blastp_CasPedia,1433.7,cas12a
no_accession_number713|Cas12a|blastp_CasPedia,1433.7,cas12a
no_accession_number714|Cas12a|blastp_CasPedia,1433.7,cas12a
no_accession_number715|Cas12a|blastp_CasPedia,1433.7,cas12a
no_accession_number716|Cas12a|blastp_CasPedia,1433.7,cas12a
no_accession_number717|Cas12a|blastp_CasPedia,1433.7,cas12a
no_accession_number718|Cas12a|blastp_CasPedia,1433.7,cas12a
no_accession_number719|Cas12a|blastp_CasPedia,1433.7,cas12a
no_accession_number720|Cas12a|blastp_CasPedia,1433.7,cas12a
no_accession_number721|Cas12a|blastp_CasPedia,1433.7,cas12a
no_accession_number722|Cas12a|blastp_CasPedia,1433.7,cas12a
no_accession_number723|Cas12a|blastp_CasPedia,1433.7,cas12a
no_accession_number724|Cas12a|blastp_CasPedia,1433.7,cas12a
no_accession_number725|Cas12a|blastp_CasPedia,1433.0,cas12a
no_accession_number726|Cas12a|blastp_CasPedia,1433.7,cas12a
no_accession_number727|Cas12a|blastp_CasPedia,1433.7,cas12a
no_accession_number728|Cas12a|blastp_CasPedia,1433.7,cas12a
no_accession_number729|Cas12a|blastp_CasPedia,1433.7,cas12a
no_accession_number730|Cas12a|blastp_CasPedia,1433.7,cas12a
no_accession_number731|Cas12a|blastp_CasPedia,1433.7,cas12a
no_accession_number732|Cas12a|blastp_CasPedia,1433.7,cas12a
no_accession_number733|Cas12a|blastp_CasPedia,1433.7,cas12a
no_accession_number734|Cas12a|blastp_CasPedia,1433.7,cas12a
no_accession_number735|Cas12a|blastp_CasPedia,1433.7,cas12a
no_accession_number736|Cas12a|blastp_CasPedia,1433.7,cas12a
no_accession_number737|Cas12a|blastp_CasPedia,1433.7,cas12a
no_accession_number738|Cas12a|blastp_CasPedia,1433.7,cas12a
no_accession_number739|Cas12a|blastp_CasPedia,1433.7,cas12a
no_accession_number740|Cas12a|blastp_CasPedia,1433.7,cas12a
no_accession_number741|Cas12a|blastp_CasPedia,1433.7,cas12a
no_accession_number742|Cas12a|blastp_CasPedia,1433.0,cas12a
no_accession_number743|Cas12a|blastp_CasPedia,1433.7,cas12a
no_accession_number744|Cas12a|blastp_CasPedia,1433.7,cas12a
no_accession_number745|Cas12a|blastp_CasPedia,1433.7,cas12a
no_accession_number746|Cas12a|blastp_CasPedia,1433.7,cas12a
no_accession_number747|Cas12a|blastp_CasPedia,1433.7,cas12a
no_accession_number748|Cas12a|blastp_CasPedia,1433.0,cas12a
no_accession_number749|Cas12a|blastp_CasPedia,1433.0,cas12a
no_accession_number750|Cas12a|blastp_CasPedia,1433.0,cas12a
no_accession_number751|Cas12a|blastp_CasPedia,1433.7,cas12a
no_accession_number752|Cas12a|blastp_CasPedia,1433.7,cas12a
no_accession_number753|Cas12a|blastp_CasPedia,1433.7,cas12a
no_accession_number754|Cas12a|blastp_CasPedia,1432.4,cas12a
no_accession_number755|Cas12a|blastp_CasPedia,1432.8,cas12a
no_accession_number756|Cas12a|blastp_CasPedia,1432.4,cas12a
no_accession_number757|Cas12a|blastp_CasPedia,1432.4,cas12a
